macd,rsi,wr,c_mov5,deltamov5,turnover,signal
-0.009,46.701,-0.0,0.004,0.004,71619.62000000001,0
-0.01,38.151,-100.0,-0.01,-0.01,60797.770000000004,0
-0.01,38.151,-100.0,-0.007,-0.013,75197.81,0
-0.01,38.151,-100.0,-0.004,-0.009,89875.09999999999,0
-0.011,34.237,-100.0,-0.009,-0.006,294373.56,0
-0.01,40.78,-66.667,0.0,-0.004,140068.4,0
-0.009,46.511,-33.333,0.006,0.017,172047.53,0
-0.009,42.121,-75.0,-0.002,0.005,299510.76,0
-0.01,34.974,-100.0,-0.014,-0.01,163053.11999999997,0
-0.01,40.444,-79.834,-0.003,0.006,5936.21,0
-0.011,37.084,-100.0,-0.008,-0.009,126808.43,0
-0.012,34.068,-100.0,-0.012,-0.019,133811.07,0
-0.013,34.068,-100.0,-0.008,-0.006,97605.8,0
-0.014,34.068,-100.0,-0.005,0.009,93674.75,0
-0.013,40.148,-83.362,0.003,0.006,289605.98,0
-0.013,40.148,-83.362,0.002,0.01,76586.72,0
-0.01,50.739,-49.913,0.014,0.026,81443.97,0
-0.009,46.346,-66.551,0.003,0.011,182116.7,0
-0.009,46.346,-66.551,0.002,0.007,135229.87,0
-0.008,42.077,-75.065,-0.005,-0.008,35189.270000000004,0
-0.008,42.077,-75.065,-0.003,-0.005,43819.14,0
-0.009,38.053,-100.0,-0.009,-0.023,21841.8,0
-0.009,43.837,-75.065,0.001,-0.002,8034.18,0
-0.008,43.837,-75.065,0.0,-0.002,11080.740000000002,0
-0.008,43.837,-75.065,0.0,0.005,57711.89,0
-0.007,43.837,-75.065,0.0,0.004,20560.86,0
-0.006,50.161,-49.87,0.007,0.015,13343.369999999999,0
-0.005,50.161,-49.87,0.004,0.004,22983.47,0
-0.004,50.161,-49.87,0.003,0.003,8436.97,0
-0.004,43.976,-50.259,-0.005,-0.005,28009.329999999998,0
-0.004,50.543,-0.0,0.003,0.003,51495.45,0
-0.003,50.543,-0.0,0.002,-0.004,3719.19,0
-0.002,50.543,-0.0,0.002,-0.003,27514.55,0
-0.003,44.089,-50.259,-0.005,-0.008,13871.86,0
-0.002,50.848,-0.0,0.003,0.007,16146.16,0
-0.002,44.99,-50.259,-0.005,-0.008,39323.26,0
-0.003,44.99,-50.259,-0.003,-0.005,14868.88,0
-0.003,44.99,-50.259,-0.002,-0.004,9510.96,0
-0.002,51.91,-0.0,0.005,0.011,74343.25,0
-0.002,45.717,-50.259,-0.003,-0.006,43878.0,0
-0.002,51.897,-0.0,0.004,0.009,150038.07,0
-0.0,57.102,-0.0,0.009,0.012,1127.3,0
0.001,61.58,-0.0,0.013,0.015,201440.15000000002,0
0.002,55.357,-24.935,0.002,-0.003,39549.799999999996,0
0.002,49.925,-49.87,-0.005,-0.002,30609.550000000003,0
0.001,49.925,-49.87,-0.003,-0.008,55561.439999999995,0
0.001,49.925,-49.87,-0.002,-0.012,588133.79,0
0.001,49.925,-49.87,-0.001,-0.014,388071.1,0
0.001,49.925,-49.87,-0.001,-0.003,131260.07,0
0.001,49.925,-49.87,-0.001,0.004,7322.91,0
0.001,49.925,-49.87,-0.0,0.003,6.19,0
0.001,49.925,-49.87,-0.0,0.002,70640.28,0
0.0,49.925,-66.436,-0.0,0.001,30182.44,0
-0.001,36.062,-100.0,-0.013,-0.012,152218.05999999997,0
-0.002,36.062,-100.0,-0.009,-0.008,142533.0,0
-0.003,36.062,-100.0,-0.006,-0.005,86790.7,0
-0.004,36.062,-75.065,-0.004,-0.004,151232.55000000002,0
-0.005,30.413,-80.042,-0.009,-0.009,378606.75000000006,0
-0.006,30.413,-80.042,-0.006,0.007,157597.44,0
-0.007,30.413,-80.042,-0.004,0.005,942.47,0
-0.007,41.801,-50.13,0.004,0.01,40997.12,0
-0.006,41.801,-50.13,0.002,0.006,27851.379999999997,0
-0.006,41.801,-50.13,0.002,0.011,26345.899999999998,0
-0.009,22.944,-85.778,-0.025,-0.019,538906.2999999999,1
-0.01,31.251,-66.782,-0.01,-0.006,5998.979999999999,1
-0.011,31.251,-66.782,-0.007,-0.01,104932.6,1
-0.011,39.032,-49.827,0.002,-0.0,165658.55,1
-0.01,39.032,-39.834,0.001,-0.0,24450.0,1
-0.01,39.032,-39.834,0.001,0.026,58012.95,1
-0.01,39.032,-39.834,0.001,0.011,12890.4,1
-0.009,39.032,-39.834,0.0,0.007,96785.16,1
-0.007,53.854,-0.0,0.013,0.011,73390.39,1
-0.006,53.854,-0.0,0.009,0.007,30855.449999999997,1
-0.004,53.854,-0.0,0.006,0.005,50834.62999999999,1
-0.004,46.755,-19.917,-0.003,-0.003,121912.52,1
-0.001,62.696,-0.0,0.018,0.017,261562.28999999998,1
-0.0,56.574,-20.083,0.005,-0.008,192934.41999999998,1
0.0,51.241,-39.959,-0.003,-0.012,185137.02,1
0.0,51.241,-39.959,-0.002,-0.008,12963.05,1
0.0,51.241,-39.959,-0.001,0.001,12444.89,1
0.001,51.241,-39.959,-0.001,-0.018,46639.03,1
0.001,56.727,-20.083,0.006,0.001,52366.08,1
0.002,56.727,-25.195,0.004,0.007,101641.57,1
0.003,56.727,-25.195,0.003,0.005,168273.93,1
0.002,49.737,-50.13,-0.005,-0.003,123659.13999999998,1
0.002,49.737,-50.13,-0.003,-0.002,10797.5,1
0.001,49.737,-66.782,-0.002,-0.008,2945.6,1
0.003,61.614,-0.0,0.011,0.008,19047.46,1
0.004,61.614,-0.0,0.008,0.005,216.65,1
0.004,61.614,-0.0,0.005,0.01,1101.8200000000002,1
0.003,47.574,-100.0,-0.009,-0.006,32637.6,1
0.003,53.277,-50.259,0.0,0.002,40764.94,1
0.005,62.184,-0.0,0.013,0.001,78075.90000000001,1
0.007,65.688,-0.0,0.015,0.007,65428.2,1
0.01,73.614,-0.0,0.029,0.024,185451.96,1
0.012,67.941,-14.392,0.013,0.023,94099.06999999999,1
0.013,62.784,-28.635,0.002,0.002,188721.28999999998,1
0.014,65.596,-14.392,0.008,-0.005,60738.25000000001,1
0.015,65.596,-14.392,0.005,-0.01,40705.55,1
0.015,65.596,-14.392,0.004,-0.026,14476.81,1
0.015,65.596,-14.392,0.002,-0.011,44465.82000000001,1
0.015,59.545,-28.635,-0.005,-0.007,91788.06,1
0.014,59.545,-28.635,-0.003,-0.011,25695.43,1
0.014,63.455,-14.392,0.004,-0.001,2585.4500000000003,1
0.015,69.779,-0.0,0.016,0.012,304612.07,1
0.017,72.343,-0.0,0.017,0.015,163798.76,1
0.017,66.287,-19.958,0.005,0.01,12209.14,1
0.018,69.075,-0.0,0.01,0.013,11140.45,1
0.018,63.426,-24.935,0.0,-0.004,2572.2000000000003,1
0.019,68.903,-16.638,0.013,-0.003,241873.65000000002,1
0.019,68.903,-16.638,0.009,-0.008,117505.11,1
0.02,68.903,-16.638,0.006,0.001,172972.39,1
0.02,71.563,-0.0,0.01,0.001,102872.66,1
0.02,65.528,-16.638,0.0,0.0,111223.09000000001,1
0.019,65.528,-16.638,0.0,-0.013,136520.4,1
0.019,65.528,-16.638,0.0,-0.008,495.33,1
0.017,59.283,-66.667,-0.006,-0.012,50705.61,1
0.016,59.283,-66.667,-0.004,-0.014,29275.440000000002,1
0.015,63.335,-33.333,0.004,0.003,7781.49,1
0.015,63.335,-33.333,0.002,0.002,7524.79,1
0.015,67.129,-0.0,0.008,0.008,137496.24000000002,1
0.014,60.399,-50.0,-0.001,0.005,5411.01,1
0.014,64.258,-0.0,0.006,0.01,91686.05,1
0.014,64.258,-0.0,0.004,0.0,76138.04999999999,1
0.013,57.733,-50.0,-0.004,-0.006,16828.68,1
0.012,57.733,-50.0,-0.003,-0.011,150488.81,1
0.01,51.65,-100.0,-0.008,-0.007,113856.51000000001,1
0.01,56.577,-50.0,0.001,-0.005,30830.86,1
0.009,56.577,-50.0,0.001,-0.003,15675.0,1
0.008,56.577,-50.0,0.0,0.004,37501.75,1
0.009,61.48,-0.0,0.007,0.009,13049.639999999998,1
0.008,54.815,-50.0,-0.002,0.006,13814.0,1
0.007,54.815,-50.0,-0.001,-0.002,52878.34,1
0.007,54.815,-50.0,-0.001,-0.002,520.41,1
0.007,60.203,-0.0,0.006,0.005,62.8,1
0.006,53.352,-50.0,-0.003,-0.009,91687.96,1
0.006,53.352,-50.0,-0.002,0.0,16427.4,1
0.006,58.791,-0.0,0.005,0.007,39287.68,1
0.004,46.99,-100.0,-0.009,-0.008,50936.09,1
0.003,46.99,-100.0,-0.006,-0.012,81509.34,1
0.003,52.517,-50.0,0.002,0.005,8034.41,1
0.003,52.517,-50.0,0.002,0.003,13649.79,1
0.003,52.517,-50.0,0.001,-0.004,45584.22,1
0.003,52.517,-50.0,0.001,0.01,39383.84,1
0.002,52.517,-50.0,0.0,0.007,4142.87,1
0.002,52.517,-50.0,0.0,-0.002,87153.0,1
0.004,64.217,-0.0,0.013,0.012,346243.45,1
0.005,64.217,-0.0,0.009,0.008,57635.270000000004,1
0.006,64.217,-24.935,0.006,0.005,189543.58,1
0.006,64.217,-24.935,0.004,0.003,84323.73999999999,1
0.006,55.048,-50.13,-0.004,-0.004,11881.760000000002,1
0.006,61.039,-24.935,0.004,-0.009,11579.6,1
0.006,61.039,-24.935,0.003,-0.006,50856.42,1
0.006,52.867,-50.13,-0.005,-0.011,283724.2,1
0.006,58.806,-24.935,0.003,-0.001,23177.52,1
0.004,46.304,-75.065,-0.011,-0.007,115645.54999999999,1
0.004,51.794,-66.782,-0.001,-0.005,38717.479999999996,1
0.004,51.794,-66.782,-0.0,-0.003,58951.00000000001,1
0.002,46.303,-100.0,-0.007,-0.002,84838.17,1
0.002,46.303,-75.065,-0.004,-0.008,241523.0,1
0.002,52.182,-33.564,0.003,0.014,135990.27000000002,1
0.001,46.679,-66.782,-0.004,-0.003,87748.65000000001,1
-0.003,32.07,-100.0,-0.028,-0.028,14017.5,1
-0.003,49.194,-33.391,0.007,0.013,105470.04999999999,1
-0.002,49.194,-33.391,0.004,0.009,38510.35,1
-0.002,49.194,-33.391,0.003,-0.0,28064.53,1
-0.002,49.194,-33.391,0.002,0.006,105623.5,1
-0.002,49.194,-33.391,0.001,0.03,79489.23,1
-0.002,49.194,-33.391,0.001,-0.006,8906.67,1
-0.002,44.801,-50.0,-0.006,-0.01,191190.86000000002,1
-0.003,44.801,-50.0,-0.004,-0.007,73704.1,1
-0.003,44.801,-50.0,-0.003,-0.005,218164.67,1
-0.003,50.339,-33.391,0.005,0.003,3141.27,1
-0.002,50.339,-33.391,0.003,0.002,43099.9,1
-0.001,55.516,-20.166,0.008,0.014,39746.26,1
0.001,60.047,-0.0,0.012,0.016,112016.58,1
0.001,54.111,-20.166,0.002,0.004,166818.19999999998,1
0.0,44.693,-60.083,-0.012,-0.016,88910.85999999999,1
-0.002,37.638,-83.218,-0.021,-0.024,323309.00999999995,1
-0.004,37.638,-83.218,-0.014,-0.022,188070.02,1
-0.006,37.638,-83.218,-0.009,-0.021,48114.32,1
-0.007,34.228,-100.0,-0.013,-0.014,2670.02,1
-0.01,31.215,-87.532,-0.015,-0.003,212655.06,1
-0.01,37.172,-75.065,-0.003,0.017,152748.54,1
-0.011,37.172,-75.065,-0.002,0.011,73663.51999999999,1
-0.01,42.961,-62.468,0.005,0.014,76976.64,1
-0.009,48.061,-50.0,0.01,0.022,42887.520000000004,1
-0.008,48.061,-50.0,0.006,0.021,30343.75,1
-0.007,48.061,-42.793,0.004,0.008,51126.16,1
-0.006,48.061,-19.958,0.003,0.005,56242.369999999995,1
-0.005,48.061,-19.958,0.002,-0.003,6393.549999999999,1
-0.005,48.061,-19.958,0.001,-0.008,8836.85,1
-0.004,48.061,-19.958,0.001,-0.006,5168.75,1
-0.003,54.845,-0.0,0.007,0.003,64598.76,1
-0.003,42.804,-49.87,-0.008,-0.011,14865.25,1
-0.004,42.804,-66.436,-0.005,-0.007,31.2,1
-0.004,42.804,-100.0,-0.004,-0.005,9934.08,1
-0.004,42.804,-100.0,-0.002,-0.003,25003.679999999993,1
-0.004,42.804,-100.0,-0.002,-0.009,6.24,1
-0.002,61.276,-0.0,0.018,0.026,49901.469999999994,1
-0.0,61.276,-0.0,0.012,0.018,4633.53,1
0.0,54.475,-33.333,0.002,0.005,16853.5,1
0.002,59.335,-0.0,0.008,0.01,12343.89,1
0.002,53.216,-33.333,-0.001,0.0,14068.439999999999,1
0.003,57.893,-0.0,0.005,-0.013,13687.41,1
0.004,57.893,-0.0,0.004,-0.008,99033.87000000001,1
0.004,57.893,-0.0,0.002,0.001,9078.96,1
0.004,51.467,-33.333,-0.005,-0.012,5403.4800000000005,1
0.002,45.973,-66.667,-0.01,-0.008,73137.5,1
0.001,41.232,-100.0,-0.013,-0.018,144015.01,1
-0.001,37.072,-100.0,-0.015,-0.019,42024.399999999994,1
-0.003,37.072,-100.0,-0.01,-0.012,71358.42,1
-0.003,43.664,-74.805,-0.0,0.005,13595.46,1
-0.004,43.664,-74.805,-0.0,0.009,5902.89,1
-0.004,43.664,-74.805,-0.0,0.013,17896.32,1
-0.003,50.122,-49.87,0.006,0.021,4406.25,1
-0.003,50.122,-49.87,0.004,0.014,9706.25,1
-0.002,50.122,-49.87,0.003,0.003,7963.08,1
-0.002,50.122,-49.87,0.002,0.002,9700.0,1
-0.0,61.878,-0.0,0.014,0.014,76913.59999999999,1
0.001,54.909,-24.935,0.003,-0.003,7275.070000000001,1
0.002,59.787,-0.0,0.008,0.004,11850.3,1
0.002,53.549,-24.935,-0.001,-0.004,63814.08,1
0.002,53.549,-24.935,-0.001,-0.002,14251.2,1
0.002,53.549,-24.935,-0.0,-0.014,74398.75,1
0.004,63.152,-0.0,0.013,0.01,29585.440000000002,1
0.004,51.652,-50.0,-0.004,-0.013,55632.36,1
0.004,55.97,-25.0,0.003,0.004,13543.2,1
0.004,51.059,-50.0,-0.004,-0.004,21629.359999999997,1
0.002,46.652,-75.0,-0.009,-0.009,32500.0,1
0.002,51.189,-50.0,0.0,-0.012,13283.71,1
0.002,51.189,-50.0,0.0,0.005,43565.25,1
0.002,51.189,-50.0,0.0,-0.003,28998.21,1
0.002,51.189,-50.0,0.0,0.004,8663.84,1
0.002,51.189,-66.667,0.0,0.009,31249.920000000002,1
0.002,56.543,-33.333,0.006,0.006,50883.130000000005,1
0.002,50.57,-66.667,-0.002,-0.002,77279.7,1
0.003,55.619,-33.333,0.005,0.005,9524.130000000001,1
0.004,60.018,-0.0,0.01,0.01,56744.88,1
0.004,54.23,-40.125,0.0,0.0,35760.29,1
0.004,54.23,-40.125,0.0,-0.006,38347.32,1
0.003,48.774,-60.083,-0.006,-0.004,13786.04,1
0.003,53.781,-40.125,0.002,-0.003,43319.310000000005,1
0.003,53.781,-40.125,0.001,-0.008,50015.72,1
0.003,53.781,-40.125,0.001,0.001,80692.43,1
0.004,58.81,-20.166,0.007,0.007,56308.07,1
0.004,58.81,-20.166,0.005,0.011,25936.399999999998,1
0.005,58.81,-20.166,0.003,0.001,18627.76,1
0.005,58.81,-20.166,0.002,0.001,43407.56,1
0.005,58.81,-20.166,0.001,0.0,7720.679999999999,1
0.004,50.803,-50.13,-0.005,-0.013,146460.14,1
0.003,44.307,-66.667,-0.01,-0.015,18.799999999999997,1
0.003,51.048,-33.333,-0.0,-0.003,6890.7300000000005,1
0.002,51.048,-33.333,-0.0,-0.002,47833.05,1
0.002,51.048,-33.333,-0.0,-0.002,50617.76,1
0.002,51.048,-33.333,-0.0,0.005,26535.519999999997,1
0.002,51.048,-33.333,-0.0,0.01,112.86,1
0.002,51.048,-33.333,-0.0,0.0,98287.51000000001,1
0.001,51.048,-33.333,-0.0,0.0,19902.38,1
0.002,59.32,-0.0,0.006,0.007,339.12,1
0.002,50.187,-33.333,-0.002,-0.002,7101.67,1
0.001,43.05,-66.667,-0.008,-0.008,16741.879999999997,1
0.001,50.614,-33.333,0.001,0.001,8007.94,1
-0.0,44.28,-66.667,-0.006,-0.006,21034.949999999997,1
-0.001,44.28,-66.667,-0.004,-0.01,26442.0,1
-0.001,44.28,-66.667,-0.002,-0.0,21278.9,1
-0.002,44.28,-66.667,-0.002,0.006,56169.04,1
-0.002,44.28,-66.667,-0.001,-0.002,30317.18,1
-0.002,44.28,-66.667,-0.001,0.005,26052.619999999995,1
-0.002,44.28,-66.667,-0.0,0.003,42568.0,1
-0.002,53.959,-33.333,0.006,0.009,6828.74,1
-0.002,45.456,-66.667,-0.002,-0.001,8432.220000000001,1
0.001,67.545,-0.0,0.024,0.025,171770.75999999998,1
0.004,70.728,-25.162,0.022,0.023,1070719.68,1
0.007,70.728,-25.162,0.015,0.015,409037.88999999996,1
0.007,57.619,-50.065,-0.003,-0.009,148928.0,1
0.008,61.465,-37.613,0.005,0.007,53207.130000000005,1
0.007,55.993,-57.185,-0.003,-0.027,69331.45,1
0.008,59.843,-42.963,0.004,-0.018,242717.86,1
0.008,59.843,-42.963,0.003,-0.012,33285.91,1
0.009,59.843,-42.963,0.002,0.005,91807.16,1
0.009,63.799,-28.741,0.008,0.003,28170.08,1
0.009,57.68,-42.963,-0.001,0.002,32426.1,1
0.01,64.956,-14.37,0.012,0.008,168508.36,1
0.012,67.94,-0.0,0.014,0.012,189024.63,1
0.015,74.8,-46.644,0.029,0.027,3246200.680000001,1
0.019,78.171,-35.682,0.032,0.024,458266.30000000005,1
0.019,60.722,-64.243,-0.004,-0.003,420673.61,1
0.018,57.288,-71.365,-0.009,-0.021,377048.52999999997,1
0.02,65.655,-42.878,0.019,0.005,146608.02000000002,1
0.022,65.655,-42.878,0.013,-0.016,261895.86000000004,1
0.024,69.174,-28.561,0.022,-0.011,166775.83000000002,1
0.026,70.779,-21.439,0.021,0.025,389659.9199999999,1
0.026,63.645,-35.682,0.001,0.01,246029.21000000002,1
0.024,57.384,-50.0,-0.012,-0.032,251843.05,1
0.024,59.517,-50.0,-0.002,-0.015,190285.0,1
0.022,59.517,-54.58,-0.001,-0.023,152447.75,1
0.022,61.76,-33.256,0.006,-0.015,114498.88,1
0.022,61.76,-33.256,0.004,0.003,225099.15000000002,1
0.021,61.76,-33.256,0.003,0.015,122429.47,1
0.021,64.212,-33.276,0.008,0.01,223699.28999999998,1
0.019,56.386,-66.724,-0.007,-0.006,136560.34000000003,1
0.019,59.085,-49.913,0.001,-0.004,94958.83,1
0.019,61.616,-33.276,0.007,0.004,174723.68,1
0.024,73.838,-0.0,0.05,0.047,1507298.8399999999,1
0.025,64.389,-33.333,0.014,0.006,317572.89999999997,1
0.028,68.702,-8.398,0.029,0.036,742981.7000000001,1
0.033,72.336,-6.648,0.038,0.037,1703203.79,1
0.033,64.297,-26.731,0.006,-0.001,326425.64,1
0.036,68.113,-7.122,0.023,-0.026,478462.04,1
0.038,68.113,-7.668,0.016,0.002,1052716.94,1
0.039,69.37,-0.0,0.017,-0.012,177320.0,1
0.042,72.841,-27.243,0.03,-0.008,1354453.88,1
0.049,78.161,-8.351,0.059,0.053,1109930.36,0
0.052,73.034,-17.389,0.026,0.003,689741.0599999999,0
0.054,73.954,-13.645,0.024,0.008,120763.70000000001,0
0.055,71.333,-22.216,0.01,-0.007,156223.41000000003,0
0.055,71.333,-22.216,0.006,-0.024,50017.100000000006,0
0.053,65.889,-35.308,-0.009,-0.067,172212.24,0
0.046,52.892,-70.556,-0.044,-0.071,294747.05,0
0.038,49.383,-82.346,-0.042,-0.066,149111.16,0
0.032,49.383,-87.476,-0.028,-0.038,264015.84,0
0.026,49.383,-87.476,-0.019,-0.025,24165.389999999996,0
0.022,49.383,-87.476,-0.013,-0.004,35323.31,0
0.017,47.263,-93.77,-0.015,0.029,64601.21000000001,0
0.013,45.196,-88.264,-0.016,0.026,107069.95000000001,0
0.008,43.162,-93.352,-0.017,0.011,41791.4,0
0.005,43.162,-93.352,-0.012,0.007,49562.119999999995,0
0.003,45.981,-85.757,-0.001,0.011,31060.850000000002,0
0.002,48.72,-78.635,0.006,0.02,23213.649999999998,0
0.0,46.197,-83.377,-0.003,0.014,2839.4,0
-0.001,46.197,-71.513,-0.002,0.015,103511.07,0
-0.0,51.993,-0.0,0.012,0.023,94348.78,0
0.0,51.993,-0.0,0.008,0.009,96592.82999999999,0
-0.0,48.921,-25.195,-0.001,-0.007,96.9,0
-0.0,48.921,-25.195,-0.001,0.002,50137.369999999995,0
-0.002,43.079,-75.065,-0.013,-0.012,103085.64000000003,0
-0.004,43.079,-75.065,-0.009,-0.021,43631.58,0
-0.007,35.648,-100.0,-0.025,-0.033,72898.81,0
-0.009,35.648,-66.744,-0.017,-0.016,202706.57,0
-0.012,33.426,-77.829,-0.018,-0.017,181189.19999999998,1
-0.013,37.613,-66.744,-0.005,0.008,6730.5,1
-0.014,37.613,-66.744,-0.004,0.005,11929.01,1
-0.014,37.613,-66.744,-0.002,0.023,10435.22,1
-0.015,34.874,-77.829,-0.008,0.009,33286.61,1
-0.014,43.704,-50.065,0.007,0.025,71850.78,1
-0.013,47.572,-37.451,0.011,0.017,12930.619999999999,1
-0.011,47.572,-37.451,0.008,0.011,964.5,1
-0.01,47.572,-28.529,0.005,0.007,33040.2,1
-0.008,51.676,-0.0,0.01,0.018,83011.99,1
-0.006,51.676,-0.0,0.007,-0.001,14580.160000000002,1
-0.004,59.101,-11.201,0.017,0.006,51287.619999999995,1
-0.002,54.585,-28.635,0.005,-0.003,7102.46,1
0.001,61.032,-0.0,0.016,0.011,43119.020000000004,1
0.003,63.786,-0.0,0.017,0.007,36710.68,1
0.003,51.896,-37.532,-0.008,-0.014,149438.80000000002,1
0.003,48.652,-50.0,-0.012,-0.029,60265.700000000004,1
0.002,48.652,-66.609,-0.008,-0.013,12300.150000000001,1
0.001,48.652,-66.609,-0.005,-0.021,20891.36,1
0.001,48.652,-66.609,-0.003,-0.021,33900.16,1
0.0,48.652,-80.042,-0.002,0.005,84407.79000000001,1
0.001,52.915,-60.083,0.005,0.016,10309.0,1
0.001,52.915,-60.083,0.003,0.011,6450.0,1
0.004,63.498,-0.0,0.021,0.027,304504.05,1
0.004,54.662,-40.125,0.001,0.005,40265.009999999995,1
0.005,54.662,-40.125,0.001,0.003,40831.350000000006,1
0.006,58.063,-19.958,0.007,0.002,58496.020000000004,1
0.007,61.168,-0.0,0.011,0.008,12467.52,1
0.007,56.651,-19.958,0.001,-0.02,102885.34999999999,1
0.007,56.651,-24.935,0.001,-0.001,6470.0,1
0.007,56.651,-24.935,0.0,-0.0,17654.9,1
0.007,51.822,-50.13,-0.006,-0.013,37629.5,1
0.007,55.873,-24.935,0.002,-0.009,127269.42,1
0.007,55.873,-24.935,0.002,0.001,38689.72,1
0.007,59.757,-0.0,0.007,0.007,18286.56,1
0.008,59.757,-0.0,0.005,0.005,61340.979999999996,1
0.007,54.222,-49.741,-0.003,0.003,5221.29,1
0.007,58.374,-0.0,0.004,0.002,213108.11,1
0.011,72.072,-22.145,0.035,0.033,730516.3600000001,1
0.015,73.913,-11.073,0.03,0.022,91498.04,1
0.021,79.694,-7.668,0.046,0.041,589265.77,1
0.024,71.178,-23.083,0.017,0.021,90563.95,1
0.029,76.559,-6.713,0.037,0.033,990363.53,1
0.034,78.706,-5.864,0.038,0.003,919463.6600000001,1
0.036,71.641,-17.654,0.012,-0.017,359701.51,1
0.036,68.355,-25.0,0.002,-0.044,455347.45999999996,1
0.037,69.844,-18.766,0.008,-0.01,360795.60000000003,1
0.037,66.474,-25.0,-0.001,-0.039,27948.190000000002,1
0.04,74.464,-21.725,0.038,-0.0,1014198.84,1
0.043,74.464,-22.71,0.025,0.013,595565.45,1
0.043,68.172,-41.198,0.004,0.002,329151.32999999996,1
0.04,62.514,-52.934,-0.01,-0.018,586697.5500000002,1
0.036,55.1,-85.682,-0.026,-0.025,524534.11,1
0.031,50.77,-100.0,-0.03,-0.068,58359.92999999999,1
0.027,52.778,-92.804,-0.014,-0.039,134311.06000000003,1
0.025,56.557,-78.561,0.004,-0.0,114000.83,1
0.024,58.351,-71.439,0.009,0.019,3979.8,1
0.022,55.866,-78.561,-0.001,0.026,42286.490000000005,1
0.02,53.416,-85.682,-0.007,0.024,52574.219999999994,1
0.016,48.785,-100.0,-0.017,-0.004,86606.85,1
0.012,44.638,-100.0,-0.024,-0.028,75642.28,1
0.008,44.638,-100.0,-0.016,-0.025,81766.8,1
0.007,49.606,-77.829,0.002,0.002,13298.14,1
0.006,51.952,-57.122,0.008,0.015,66678.93,1
0.004,47.24,-83.362,-0.008,0.01,26893.04,1
0.003,47.24,-83.362,-0.005,0.019,78115.66,1
0.001,47.24,-83.362,-0.003,0.013,44107.35,1
0.003,54.891,-33.276,0.017,0.015,493523.24,1
0.002,49.707,-66.724,-0.002,-0.009,144573.65000000002,1
0.001,47.313,-80.042,-0.007,0.0,70078.4,1
0.002,54.428,-0.0,0.014,0.019,61924.399999999994,1
0.006,60.214,-0.0,0.029,0.032,199307.73,1
0.007,57.572,-33.372,0.013,-0.004,168021.51,1
0.009,59.486,-22.171,0.015,0.016,52140.380000000005,1
0.011,59.486,-22.171,0.01,0.017,6157.5599999999995,1
0.012,59.486,-22.171,0.007,-0.008,19147.62,1
0.013,61.627,-11.085,0.011,-0.018,222089.28999999998,1
0.016,65.547,-0.0,0.02,0.007,108893.91,1
0.017,62.129,-9.979,0.007,-0.008,66216.39,1
0.019,65.971,-16.696,0.017,0.008,522038.26999999996,1
0.019,59.474,-33.391,-0.001,-0.008,132393.02999999997,1
0.019,59.474,-36.415,-0.001,-0.012,11897.47,1
0.018,59.474,-40.083,-0.001,-0.021,162999.75,1
0.018,59.474,-50.065,-0.0,-0.007,13286.52,1
0.018,61.979,-37.613,0.006,-0.011,113363.32999999999,1
0.016,51.661,-74.968,-0.015,-0.014,91563.74,1
0.02,68.592,-8.391,0.048,0.048,631260.5700000001,1
0.024,68.592,-8.391,0.032,0.032,376323.98,1
0.03,74.384,-6.648,0.053,0.054,791327.4000000001,1
0.033,66.469,-31.234,0.016,0.01,616564.92,1
0.036,68.841,-18.766,0.024,0.039,88022.87,1
0.037,66.315,-25.0,0.009,-0.038,124948.09999999999,1
0.036,61.458,-37.468,-0.007,-0.038,98443.21,1
0.034,59.103,-43.766,-0.011,-0.064,76609.35,1
0.034,63.581,-25.0,0.012,-0.004,152037.66,1
0.035,64.954,-18.766,0.014,-0.009,41346.86000000001,1
0.033,60.076,-31.234,-0.003,-0.013,97278.63,1
0.033,61.628,-28.561,0.004,0.011,21176.04,1
0.035,67.143,-0.0,0.029,0.039,142793.51,1
0.035,64.648,-33.256,0.013,0.001,462401.14,1
0.035,62.16,-44.342,0.002,-0.012,279378.41,1
0.033,59.662,-55.543,-0.005,-0.002,239988.04,1
0.032,61.336,-44.342,0.003,-0.001,41451.950000000004,1
0.032,64.477,-22.171,0.015,-0.014,99600.62,1
0.031,61.774,-33.256,0.003,-0.009,28013.26,1
0.03,61.774,-37.451,0.002,0.0,139164.43,1
0.028,58.911,-57.058,-0.005,0.0,10535.3,1
0.027,60.865,-42.793,0.003,0.0,30651.86,1
0.027,62.771,-28.529,0.009,-0.006,63361.15000000001,1
0.026,59.642,-42.793,-0.001,-0.004,64558.02,1
0.026,63.555,-14.264,0.012,0.01,83734.78000000001,1
0.026,63.555,-0.0,0.008,0.013,38577.21,1
0.025,63.555,-14.264,0.005,0.002,85805.13,1
0.024,59.927,-33.276,-0.003,-0.011,42253.03,1
0.022,56.456,-59.875,-0.008,-0.008,32583.69,1
0.018,50.166,-100.0,-0.018,-0.031,104272.89,1
0.015,50.166,-100.0,-0.012,-0.02,49524.530000000006,1
0.012,47.136,-85.736,-0.015,-0.02,107632.92,1
0.01,47.136,-85.736,-0.01,-0.007,49319.4,1
0.009,53.661,-57.058,0.006,0.015,42624.09,1
0.008,53.661,-57.058,0.004,0.023,132662.16,1
0.007,50.059,-71.471,-0.004,0.009,163944.83000000002,1
