macd,rsi,wr,c_mov5,deltamov5,turnover,signal
0.003,55.988,-33.296,0.0,-0.005,91379.54999999999,1
0.004,59.285,-22.197,0.007,-0.03,512194.39,1
0.005,59.285,-22.197,0.005,-0.026,77795.5,1
0.005,54.546,-33.296,-0.003,-0.024,39621.63999999999,1
0.006,58.149,-22.197,0.004,0.004,252261.31,1
0.006,53.576,-33.296,-0.004,-0.004,349580.93,1
0.006,53.576,-42.795,-0.002,-0.009,137724.45,1
0.006,57.456,-28.53,0.005,0.0,678412.26,1
0.007,57.456,-50.0,0.003,0.007,366863.9599999999,1
0.007,57.456,-50.0,0.002,-0.002,189289.11000000002,1
0.008,61.477,-25.0,0.008,0.012,212123.67,1
0.008,61.477,-40.122,0.005,0.008,534673.2,1
0.012,75.134,-11.099,0.036,0.031,3315267.8000000003,1
0.015,69.814,-22.197,0.018,0.014,293533.58,1
0.017,69.814,-22.197,0.012,0.01,195111.41999999998,1
0.017,64.516,-33.296,0.001,-0.007,223945.45,1
0.019,69.501,-11.099,0.014,0.009,428850.55999999994,1
0.02,69.501,-22.285,0.009,-0.027,1047007.7899999998,1
0.02,69.501,-22.285,0.006,-0.011,176052.24,1
0.021,71.961,-12.595,0.011,-0.001,223568.73,1
0.022,71.961,-12.595,0.007,0.006,1228148.38,1
0.022,71.961,-12.595,0.005,-0.009,170483.59,1
0.023,74.551,-0.0,0.01,0.0,676333.98,1
0.024,76.832,-0.0,0.013,0.007,678772.64,0
0.023,64.346,-40.122,-0.004,-0.015,285963.54999999993,0
0.023,67.228,-33.277,0.004,-0.003,1320432.83,0
0.021,57.301,-66.723,-0.011,-0.015,804514.44,0
0.018,53.1,-83.362,-0.014,-0.023,171730.99,0
0.016,53.1,-100.0,-0.009,-0.022,89261.06,0
0.015,56.775,-80.041,0.0,0.005,118463.56999999999,0
0.014,56.775,-80.041,0.0,-0.003,165638.65,0
0.014,63.452,-39.919,0.013,0.024,371555.4,0
0.015,66.245,-19.959,0.015,0.029,638118.4299999999,0
0.015,61.207,-39.919,0.004,0.013,213201.1,0
0.014,56.531,-60.081,-0.004,-0.005,512709.79000000004,0
0.011,45.429,-100.0,-0.022,-0.023,1262569.09,0
0.008,45.429,-100.0,-0.015,-0.028,538701.2000000001,0
0.006,45.429,-100.0,-0.01,-0.025,208059.12,0
0.004,45.429,-100.0,-0.007,-0.01,546887.4099999999,0
0.003,49.845,-80.041,0.002,0.006,416976.21,0
0.003,49.845,-80.041,0.001,0.024,73943.17,0
0.001,45.569,-100.0,-0.006,0.009,123795.76000000001,0
0.0,45.569,-100.0,-0.004,0.006,107491.55999999998,0
0.0,50.495,-80.041,0.004,0.011,84550.08000000002,0
-0.0,46.01,-83.362,-0.004,-0.006,163909.00999999998,0
-0.001,46.01,-83.362,-0.003,-0.004,32989.46,0
-0.001,46.01,-75.0,-0.002,0.004,132339.18,0
-0.003,41.417,-100.0,-0.008,-0.004,241515.7,0
-0.002,51.785,-33.333,0.008,0.004,338212.15,0
-0.001,55.98,-0.0,0.012,0.016,2919.28,0
0.001,55.98,-0.0,0.008,0.01,328829.37,0
0.001,55.98,-0.0,0.005,0.007,1026.46,0
0.001,50.493,-33.333,-0.003,0.005,83290.45000000001,0
0.001,50.493,-33.333,-0.002,-0.01,147936.87,0
0.002,55.546,-0.0,0.005,-0.007,73789.09000000001,0
0.001,50.045,-33.333,-0.003,-0.011,125575.07,0
0.0,45.222,-66.667,-0.009,-0.014,37505.909999999996,0
0.0,50.373,-33.333,0.001,0.004,41729.8,0
-0.0,45.741,-66.667,-0.006,-0.004,99610.81,0
-0.001,45.741,-66.667,-0.004,-0.009,245250.05,0
-0.002,41.333,-100.0,-0.009,-0.006,103916.63,0
-0.004,37.411,-100.0,-0.013,-0.004,201564.49,0
-0.006,33.974,-100.0,-0.015,-0.016,162027.61,0
-0.007,39.918,-80.041,-0.003,0.003,24880.25,0
-0.008,36.39,-83.362,-0.009,-0.005,184533.52000000002,0
-0.01,33.227,-100.0,-0.012,-0.003,265273.02999999997,0
-0.01,43.756,-66.723,0.005,0.018,87201.34,0
-0.009,48.198,-39.919,0.01,0.025,152032.76,0
-0.009,41.221,-80.041,-0.007,-0.003,284589.08,0
-0.009,41.221,-80.041,-0.004,0.004,269162.13,0
-0.008,49.671,-24.936,0.01,0.023,832646.86,0
-0.008,46.085,-50.127,0.0,-0.005,881470.0,0
-0.005,56.226,-0.0,0.02,0.01,486414.9,0
-0.001,61.418,-22.285,0.026,0.033,1573602.1099999999,0
0.003,65.808,-0.0,0.031,0.035,1305776.18,0
0.007,65.808,-0.0,0.02,0.01,515498.84,0
0.008,58.136,-22.285,0.0,0.0,506532.31000000006,0
0.008,54.719,-33.371,-0.006,-0.026,431847.27,0
0.008,54.719,-33.371,-0.004,-0.03,808198.6,0
0.005,45.428,-66.629,-0.022,-0.053,562644.85,0
0.003,45.428,-66.629,-0.015,-0.035,248369.66,0
0.003,51.761,-50.0,0.003,0.003,361329.39999999997,0
0.003,48.717,-71.366,-0.004,0.002,230766.83000000002,0
0.002,48.717,-71.366,-0.003,0.001,94014.1,0
0.001,48.717,-71.366,-0.002,0.02,11449.54,0
0.002,52.226,-57.122,0.005,0.02,178541.87,0
0.003,55.505,-42.878,0.01,0.007,458599.95999999996,0
0.003,55.505,-42.878,0.007,0.011,340584.97,0
0.004,55.505,-19.959,0.004,0.007,67020.48999999999,0
0.004,55.505,-19.959,0.003,0.005,78303.68,0
0.004,50.814,-39.919,-0.005,-0.01,178696.25999999995,0
0.003,50.814,-39.919,-0.003,-0.013,34249.65,0
0.003,50.814,-39.919,-0.002,-0.009,4382.540000000001,0
0.003,50.814,-39.919,-0.001,-0.006,140991.84,0
0.003,55.834,-19.959,0.006,0.003,83862.13,0
0.003,50.305,-50.0,-0.003,0.002,96525.32999999999,0
0.003,55.094,-25.0,0.005,0.008,25398.08,0
0.003,55.094,-33.333,0.003,0.005,108088.29000000001,0
0.004,55.094,-33.333,0.002,0.003,11109.06,0
0.004,55.094,-33.333,0.001,-0.004,582.4,0
0.002,43.751,-100.0,-0.012,-0.009,414715.82,0
0.002,49.365,-50.0,-0.002,-0.006,18506.74,0
-0.0,40.631,-100.0,-0.014,-0.017,81635.43000000001,0
-0.001,45.795,-49.873,-0.003,-0.005,425912.96,0
-0.002,45.795,-49.873,-0.002,-0.003,12398.570000000002,0
-0.002,45.795,-49.873,-0.001,0.011,8998.820000000002,0
-0.003,41.308,-74.809,-0.007,-0.006,177000.58000000002,0
-0.003,46.91,-49.873,0.002,0.016,243019.30000000005,0
-0.003,46.91,-49.873,0.001,0.004,8000.52,0
-0.001,56.534,-0.0,0.014,0.016,652940.6699999999,0
-0.002,47.3,-39.919,-0.004,-0.003,598690.8500000001,0
-0.004,40.194,-80.041,-0.016,-0.008,554160.98,0
-0.004,44.691,-59.878,-0.004,-0.005,178878.93,0
-0.005,41.343,-80.041,-0.009,-0.01,183830.7,0
-0.005,45.722,-59.878,0.0,-0.013,114913.59,0
-0.007,39.416,-100.0,-0.013,-0.009,165772.99000000002,0
-0.008,39.416,-83.362,-0.009,0.007,219921.83000000002,0
-0.009,39.416,-83.362,-0.006,-0.002,118935.50000000001,0
-0.01,36.305,-100.0,-0.01,-0.001,162579.72999999998,0
-0.012,33.461,-87.516,-0.013,-0.014,325013.72,0
-0.013,33.461,-87.516,-0.009,0.004,259073.1,0
-0.014,33.461,-87.516,-0.006,0.003,273943.94999999995,0
-0.017,25.849,-100.0,-0.024,-0.018,332398.38,0
-0.019,25.849,-100.0,-0.016,-0.005,503928.44,0
-0.021,23.765,-88.914,-0.017,-0.004,406672.12,0
-0.025,18.856,-91.603,-0.031,-0.022,787268.6599999999,0
-0.027,24.458,-83.291,-0.014,-0.008,349495.42,0
-0.028,24.458,-81.759,-0.009,0.014,45887.130000000005,0
-0.028,24.458,-81.759,-0.006,0.009,198608.9,0
-0.029,22.516,-89.919,-0.011,0.006,53261.08,0
-0.03,22.516,-79.939,-0.007,0.024,370833.5400000001,0
-0.03,22.516,-77.715,-0.005,0.009,129483.48,0
-0.03,20.466,-88.914,-0.01,-0.0,121158.22000000002,0
-0.029,27.568,-74.936,0.0,0.006,230926.85000000006,0
-0.028,27.568,-71.366,0.0,0.011,171768.02,0
-0.027,34.302,-49.915,0.007,0.014,75206.01999999999,0
-0.025,34.302,-39.919,0.004,0.009,90666.76000000001,0
-0.024,30.964,-49.873,-0.004,0.006,106954.1,0
-0.024,25.575,-100.0,-0.016,-0.016,372649.19000000006,0
-0.025,23.393,-83.362,-0.017,-0.017,391993.2,0
-0.027,21.426,-100.0,-0.018,-0.024,347518.03,0
-0.027,21.426,-71.47,-0.012,-0.016,283865.88,0
-0.028,21.426,-71.47,-0.008,-0.004,121374.62,0
-0.028,21.426,-71.47,-0.005,0.01,330848.98000000004,0
-0.028,19.248,-85.735,-0.01,0.007,145010.64,0
-0.028,19.248,-85.735,-0.007,0.011,320666.94,0
-0.027,19.248,-85.735,-0.004,0.007,323025.16,0
-0.024,46.444,-28.675,0.023,0.031,359586.52999999997,0
-0.022,39.315,-57.205,0.002,0.008,1004479.4699999997,0
-0.017,57.087,-0.0,0.034,0.044,243926.87999999998,0
-0.011,61.885,-9.167,0.036,0.043,1661476.7000000002,0
-0.007,58.371,-18.241,0.017,0.022,507490.1,0
-0.003,58.371,-18.241,0.012,-0.012,193913.35,0
-0.002,54.764,-27.315,0.001,-0.001,506279.51,0
-0.001,51.347,-36.389,-0.006,-0.04,495659.38999999996,0
-0.0,51.347,-36.389,-0.004,-0.04,235476.34,0
-0.0,51.347,-36.389,-0.003,-0.02,157625.72,0
0.001,54.864,-27.315,0.005,-0.007,233440.86,0
0.002,54.864,-30.041,0.003,0.002,7381.68,0
0.003,54.864,-37.532,0.002,0.008,143303.85,0
0.003,54.864,-50.0,0.001,0.005,83081.80000000002,0
0.003,50.002,-66.61,-0.006,-0.003,294190.68,0
0.002,50.002,-66.61,-0.004,-0.009,101832.12,0
0.003,54.662,-50.0,0.004,0.001,180283.18,0
0.001,41.978,-100.0,-0.017,-0.019,540691.23,0
-0.002,36.001,-85.735,-0.024,-0.026,942001.1500000001,0
-0.004,40.559,-66.723,-0.01,-0.004,364970.42999999993,0
-0.008,32.973,-87.516,-0.026,-0.022,505358.89999999997,0
-0.01,37.19,-75.032,-0.011,-0.015,152505.04,0
-0.01,41.176,-62.548,-0.001,0.016,98482.28,0
-0.011,41.176,-62.548,-0.0,0.024,15286.1,0
-0.011,41.176,-62.548,-0.0,0.009,86094.98999999999,0
-0.011,41.176,-62.548,-0.0,0.026,15926.4,0
-0.011,41.176,-62.548,-0.0,0.011,11168.81,0
-0.011,41.176,-62.548,-0.0,0.001,47285.72,0
-0.012,34.371,-74.936,-0.013,-0.013,454899.16000000003,0
-0.012,39.734,-49.915,-0.002,-0.002,166694.38999999998,0
-0.013,33.787,-71.325,-0.015,-0.014,253820.74999999994,0
-0.014,33.787,-66.553,-0.01,-0.01,55570.91,0
-0.015,33.787,-66.553,-0.006,-0.006,154446.89,0
-0.015,39.447,-49.915,0.002,0.015,163245.50999999998,0
-0.014,39.447,-39.919,0.001,0.004,6061.92,0
-0.014,39.447,-39.919,0.001,0.016,165019.75,0
-0.012,45.287,-19.959,0.007,0.017,49040.67,0
-0.012,41.026,-39.919,-0.002,0.005,57786.7,0
-0.01,46.452,-19.959,0.005,0.003,60492.00000000001,0
-0.01,42.264,-39.919,-0.003,-0.004,352612.19999999995,0
-0.011,38.524,-49.873,-0.009,-0.009,253090.75,0
-0.012,35.14,-75.064,-0.012,-0.019,45236.009999999995,0
-0.013,32.132,-100.0,-0.015,-0.013,296591.67000000004,0
-0.014,32.132,-80.041,-0.01,-0.015,156389.93000000002,0
-0.014,38.262,-60.081,-0.0,0.003,29136.789999999997,0
-0.013,38.262,-60.081,-0.0,0.008,165233.96000000002,0
-0.012,44.17,-39.919,0.007,0.019,4055.8399999999997,0
-0.011,44.17,-39.919,0.004,0.019,14.16,0
-0.012,36.18,-80.041,-0.01,-0.0,261563.33999999997,0
-0.011,41.818,-60.081,-0.0,-0.0,59416.28,0
-0.011,41.818,-60.081,-0.0,-0.0,16975.07,0
-0.01,41.818,-50.127,-0.0,-0.007,11396.84,0
-0.01,41.818,-33.559,-0.0,-0.004,232857.52,0
-0.009,41.818,-33.559,-0.0,0.01,14465.22,0
-0.01,37.074,-66.78,-0.007,-0.006,145365.64999999997,0
-0.011,29.793,-100.0,-0.017,-0.017,212278.15,0
-0.013,29.793,-80.041,-0.012,-0.012,76479.8,0
-0.013,36.971,-60.081,-0.001,-0.001,146985.24000000002,0
-0.012,36.971,-60.081,-0.001,-0.001,134755.69,0
-0.011,49.052,-20.163,0.013,0.019,70656.78000000001,0
-0.011,40.659,-50.0,-0.005,0.013,33745.11,0
-0.009,49.892,-20.163,0.01,0.022,378705.35,0
-0.008,49.892,-20.163,0.007,0.008,1159.48,0
-0.006,49.892,-20.163,0.004,0.005,87459.87,0
-0.006,45.474,-40.122,-0.004,-0.016,43871.850000000006,0
-0.006,45.474,-40.122,-0.002,0.002,170787.32,0
-0.006,45.474,-40.122,-0.002,-0.012,73013.67,0
-0.006,40.945,-60.081,-0.008,-0.014,10710.0,0
-0.005,51.375,-25.191,0.008,0.004,145944.71,0
-0.005,46.914,-50.127,-0.001,0.002,264364.28,0
-0.005,42.901,-100.0,-0.007,-0.005,19035.0,0
-0.006,39.283,-100.0,-0.011,-0.01,32846.78,0
-0.008,36.012,-100.0,-0.014,-0.007,615283.7899999999,1
-0.008,45.743,-40.0,0.004,-0.004,264558.10000000003,1
-0.006,49.849,-20.0,0.009,0.01,252454.32,1
-0.005,49.849,-20.0,0.006,0.013,91930.62,1
-0.005,49.849,-20.0,0.004,0.015,296350.04000000004,1
-0.004,49.849,-33.447,0.003,0.017,490029.32,1
-0.003,49.849,-33.447,0.002,-0.002,1154804.2,1
-0.003,49.849,-33.447,0.001,-0.008,120944.86,1
-0.003,44.585,-50.085,-0.006,-0.012,429394.43999999994,1
-0.0,61.941,-0.0,0.022,0.018,259631.87,1
0.002,61.941,-12.484,0.015,0.012,432726.88,1
0.004,61.941,-12.484,0.01,0.008,91566.1,1
0.006,65.324,-0.0,0.013,0.012,125309.4,1
0.008,65.324,-0.0,0.009,0.015,25025.149999999998,1
0.007,54.159,-39.919,-0.007,-0.03,237444.55000000002,1
0.007,54.159,-39.919,-0.005,-0.02,48391.8,1
0.006,54.159,-39.919,-0.003,-0.013,122823.85,1
0.006,54.159,-39.919,-0.002,-0.015,8531.4,1
0.007,62.727,-0.0,0.012,0.003,118490.93,1
0.008,62.727,-0.0,0.008,0.015,69852.1,1
0.009,62.727,-0.0,0.005,0.01,10396.5,1
0.009,62.727,-0.0,0.003,0.007,7.1,1
0.009,62.727,-0.0,0.002,0.004,30940.8,1
0.01,67.172,-0.0,0.008,-0.004,390868.38999999996,1
0.01,67.172,-0.0,0.005,-0.002,256849.19,1
0.01,59.011,-33.333,-0.003,-0.008,42393.21,1
0.009,59.011,-33.333,-0.002,-0.005,302452.1599999999,1
0.009,59.011,-33.333,-0.001,-0.004,42418.0,1
0.009,59.011,-33.333,-0.001,-0.009,3841.1000000000004,1
0.007,50.723,-66.667,-0.007,-0.012,88753.59999999999,1
0.008,62.168,-33.333,0.008,0.011,253296.11,1
0.01,69.737,-0.0,0.019,0.021,616735.8700000001,1
0.011,69.737,-20.163,0.012,0.014,576108.92,1
0.013,72.912,-0.0,0.015,0.016,312897.24,1
0.013,65.511,-20.163,0.003,0.01,401262.77,1
0.013,65.511,-20.163,0.002,-0.006,15436.45,1
0.013,65.511,-20.163,0.001,-0.017,97431.42,1
0.013,65.511,-20.163,0.001,-0.011,87253.43,1
0.014,69.654,-0.0,0.007,-0.008,29645.230000000003,1
0.013,61.675,-20.163,-0.002,-0.005,7843.0,1
0.014,69.229,-0.0,0.012,0.01,257329.42999999996,1
0.014,62.617,-19.959,0.001,-0.0,40572.81,1
0.016,71.432,-0.0,0.021,0.02,478551.44000000006,1
0.017,65.857,-16.638,0.007,-0.0,10983.439999999999,1
0.018,70.77,-45.463,0.018,0.02,3809086.9700000007,1
0.019,65.681,-54.537,0.005,-0.007,399051.26999999996,1
0.019,65.681,-59.98,0.004,0.002,507392.91000000003,1
0.019,65.681,-59.98,0.002,-0.018,795616.7999999999,1
0.018,60.268,-69.959,-0.005,-0.012,146766.49,1
0.017,60.268,-69.959,-0.003,-0.021,71805.38000000002,1
0.016,60.268,-69.959,-0.002,-0.008,67513.28,1
0.015,60.268,-77.803,-0.001,-0.005,37267.61,1
0.014,60.268,-77.803,-0.001,-0.003,84324.86,1
0.013,60.268,-77.803,-0.001,0.004,10174.93,1
0.011,47.941,-100.0,-0.014,-0.01,487737.03,1
0.009,47.941,-89.919,-0.009,-0.007,232070.57,1
0.008,53.461,-66.61,0.001,0.002,178679.02999999997,1
0.008,58.23,-50.0,0.007,0.008,314406.74,1
0.008,58.23,-39.919,0.005,0.005,430350.18000000005,1
0.008,58.23,-24.936,0.003,0.017,241190.83,1
0.007,51.623,-49.873,-0.004,0.005,87059.9,1
0.006,56.891,-24.936,0.004,0.003,114892.56,1
0.006,50.919,-49.873,-0.004,-0.011,41040.73,1
0.005,50.919,-49.873,-0.003,-0.007,715.0,1
0.004,50.919,-49.873,-0.002,-0.005,58840.08,1
0.004,50.919,-49.873,-0.001,0.003,52852.56,1
0.003,50.919,-49.873,-0.001,-0.004,31045.380000000005,1
0.003,50.919,-66.667,-0.001,0.004,21718.25,1
0.003,57.825,-33.333,0.006,0.009,65847.64,1
0.003,57.825,-50.0,0.004,0.006,26538.3,1
0.003,49.713,-100.0,-0.004,-0.003,98003.06,1
0.002,43.188,-100.0,-0.009,-0.008,141369.47999999998,1
0.001,43.188,-100.0,-0.006,-0.005,24818.34,1
-0.0,43.188,-100.0,-0.004,-0.01,82682.57,1
-0.001,43.188,-100.0,-0.003,-0.007,31797.97,1
-0.001,51.713,-66.667,0.005,0.009,20254.120000000003,1
-0.002,39.033,-100.0,-0.01,-0.001,178634.49,1
-0.003,39.033,-100.0,-0.007,-0.001,79705.74,1
-0.004,39.033,-100.0,-0.004,-0.0,50623.03999999999,1
-0.002,58.201,-24.936,0.017,0.019,176845.91999999998,1
-0.0,58.201,-24.936,0.011,0.006,121224.37,1
0.001,58.201,-24.936,0.007,0.017,89097.13000000002,1
-0.0,46.159,-74.809,-0.008,-0.001,534785.5700000001,1
0.001,55.97,-24.936,0.008,0.012,351240.96,1
0.003,63.193,-0.0,0.018,0.001,165053.84,1
0.007,68.743,-12.468,0.025,0.014,482439.9199999999,1
0.008,63.605,-24.936,0.01,0.003,189970.35,1
0.008,54.746,-50.0,-0.006,0.002,106038.6,1
0.008,54.746,-50.0,-0.004,-0.012,183474.33000000002,1
0.008,58.112,-37.532,0.004,-0.014,19292.2,1
0.008,53.803,-57.205,-0.004,-0.029,58084.17,1
0.007,49.824,-71.47,-0.009,-0.02,386662.86,1
0.006,53.525,-57.205,0.0,0.007,359572.66000000003,1
0.006,53.525,-57.205,0.0,0.004,87230.21999999999,1
0.006,53.525,-80.041,0.0,-0.004,76812.31999999999,1
0.005,53.525,-80.041,0.0,0.004,276783.51,1
0.006,57.72,-60.081,0.007,0.016,191347.0,1
0.007,61.501,-24.936,0.011,0.011,15083.0,1
0.007,56.099,-33.559,0.001,0.0,65610.84,1
0.006,51.295,-66.78,-0.006,-0.006,60265.5,1
0.005,51.295,-66.78,-0.004,-0.004,143858.87999999998,1
0.005,51.295,-66.78,-0.003,-0.009,62518.57,1
0.005,56.001,-33.559,0.005,-0.006,371524.03,1
0.004,50.723,-66.78,-0.003,-0.004,28500.75,1
0.004,50.723,-66.78,-0.002,0.004,87926.73,1
0.004,55.578,-33.559,0.005,0.009,90281.32,1
0.007,66.332,-0.0,0.023,0.026,1335318.9799999997,1
0.008,61.045,-19.959,0.009,0.004,205311.01,1
0.008,56.219,-39.919,-0.001,0.003,105375.06999999999,1
0.008,59.654,-19.959,0.006,0.008,38952.950000000004,1
0.008,55.007,-39.919,-0.002,-0.008,47151.0,1
0.008,55.007,-39.919,-0.002,-0.025,176183.76,1
0.007,55.007,-39.919,-0.001,-0.01,51768.0,1
0.009,65.173,-0.0,0.019,0.02,787684.28,1
0.01,60.283,-19.959,0.006,-0.0,78837.66,1
0.012,65.808,-0.0,0.017,0.02,351155.87,0
0.013,61.222,-33.277,0.005,0.007,251498.1,0
0.012,56.949,-60.0,-0.003,-0.002,157537.22,0
0.012,59.959,-40.0,0.004,-0.015,110890.55,0
0.011,52.111,-80.0,-0.01,-0.016,138176.12,0
0.01,55.264,-60.0,-0.0,-0.017,10072.37,0
0.009,51.605,-80.0,-0.007,-0.012,60422.409999999996,0
0.007,48.17,-100.0,-0.011,-0.008,121962.40000000001,0
0.006,48.17,-100.0,-0.007,-0.012,39464.439999999995,0
0.004,48.17,-100.0,-0.005,0.005,18543.14,0
0.003,44.439,-85.735,-0.01,-0.01,219919.23,0
0.001,44.439,-85.735,-0.007,0.0,64405.64,0
-0.001,40.809,-100.0,-0.011,0.0,11090.78,0
-0.002,45.595,-83.362,-0.001,0.007,150.78000000000003,0
-0.004,38.833,-100.0,-0.014,-0.009,134744.37,0
-0.008,31.307,-100.0,-0.029,-0.019,576450.9199999999,0
-0.011,31.307,-88.914,-0.019,-0.013,836171.8700000001,0
-0.011,40.272,-66.629,0.0,0.011,395350.65,0
-0.011,44.175,-50.0,0.007,0.008,357079.56,0
-0.01,47.845,-37.532,0.011,0.025,302345.33,0
-0.01,44.682,-50.0,0.001,0.03,234213.4,0
-0.009,44.682,-42.878,0.001,0.02,59900.56,0
-0.01,41.499,-49.915,-0.006,-0.007,21479.31,0
-0.01,41.499,-49.915,-0.004,-0.011,105469.67000000001,0
-0.01,41.499,-49.915,-0.003,-0.014,33748.0,0
-0.011,38.109,-66.553,-0.008,-0.009,85779.20999999999,0
-0.011,38.109,-59.878,-0.006,-0.006,37837.719999999994,0
-0.011,43.465,-39.919,0.003,0.009,50320.6,0
-0.01,43.465,-49.873,0.002,0.006,3345.2,0
-0.009,43.465,-49.873,0.001,0.004,393.25,0
-0.009,43.465,-49.873,0.001,0.009,69026.09999999999,0
-0.008,49.36,-24.936,0.007,0.013,14520.48,0
-0.007,44.377,-33.22,-0.002,-0.005,306171.60000000003,0
-0.007,44.377,-33.22,-0.001,-0.003,4932.24,0
-0.006,50.207,-0.0,0.006,0.004,18616.0,0
-0.006,45.115,-33.22,-0.003,-0.004,750.75,0
-0.006,40.672,-66.441,-0.008,-0.015,107230.0,0
-0.006,46.36,-33.22,0.001,0.003,7197.2,0
-0.006,42.022,-66.441,-0.006,-0.005,169822.24,0
-0.006,42.022,-66.441,-0.004,-0.01,62182.270000000004,0
-0.007,37.869,-100.0,-0.009,-0.007,182462.66,0
-0.008,37.869,-100.0,-0.006,0.002,224661.97000000003,0
-0.008,37.869,-75.064,-0.004,-0.005,175152.97,0
-0.009,37.869,-75.064,-0.003,0.003,245235.02000000002,0
-0.01,29.98,-100.0,-0.015,-0.011,733083.6599999997,0
-0.011,37.042,-80.041,-0.003,0.006,30779.76,0
-0.008,56.145,-16.638,0.024,0.03,403056.36,0
-0.007,48.277,-49.915,0.003,0.007,320338.15,0
-0.006,48.277,-49.915,0.002,0.005,7565.8499999999995,0
-0.007,41.499,-83.362,-0.012,0.003,174006.71000000002,0
-0.008,41.499,-83.362,-0.008,-0.005,24732.42,0
-0.01,35.713,-100.0,-0.018,-0.042,101089.15,0
-0.012,33.219,-88.901,-0.019,-0.022,484464.93999999994,0
-0.01,48.662,-44.507,0.014,0.012,232846.07,0
-0.011,43.274,-66.704,-0.004,0.008,98185.44,0
-0.011,40.839,-77.803,-0.009,-0.001,218690.21000000002,0
-0.012,40.839,-77.803,-0.006,0.012,50956.619999999995,0
-0.012,44.463,-66.704,0.002,0.021,14911.0,0
-0.014,35.161,-100.0,-0.025,-0.038,344486.33999999997,0
-0.017,33.29,-88.914,-0.023,-0.019,214311.19,0
-0.023,24.764,-70.01,-0.055,-0.045,515151.15,0
-0.038,15.96,-78.128,-0.115,-0.109,436671.45999999996,1
-0.043,31.3,-56.256,-0.031,-0.033,439136.44,1
-0.044,38.244,-43.744,0.006,0.03,292387.01,1
-0.048,32.88,-62.496,-0.035,-0.013,378250.9,1
-0.049,37.586,-51.627,-0.004,0.05,655671.1599999999,1
-0.049,37.586,-50.017,-0.003,0.112,224502.83000000002,1
-0.049,36.594,-53.345,-0.008,0.022,69119.01,1
-0.049,36.594,-53.345,-0.006,-0.011,114828.18000000001,1
-0.051,32.603,-66.655,-0.03,0.006,247198.31,1
-0.051,34.525,-59.261,-0.013,-0.009,66723.24,1
-0.05,36.477,-50.0,-0.002,0.0,157170.46000000002,1
-0.05,35.342,-42.091,-0.008,0.0,143842.82,1
-0.047,39.402,-46.16,0.008,0.013,58178.85,1
-0.045,39.402,-59.98,0.005,0.035,115433.35,1
-0.042,39.402,-59.98,0.003,0.017,38912.65,1
-0.039,41.688,-37.532,0.009,0.011,103487.18,1
-0.036,41.688,-37.532,0.006,0.014,72629.0,1
-0.033,41.688,-16.638,0.004,-0.004,60952.25,1
-0.031,41.688,-16.638,0.003,-0.002,67380.62999999999,1
-0.028,41.688,-16.638,0.002,-0.002,50700.26,1
-0.026,41.688,-16.638,0.001,-0.008,56851.0,1
-0.019,58.736,-0.0,0.047,0.041,495226.50000000006,1
-0.009,65.013,-0.0,0.057,0.053,760278.3799999999,0
-0.004,57.899,-19.973,0.019,0.016,446794.92,0
-0.002,53.663,-38.48,-0.001,-0.003,121217.13999999998,0
0.001,55.428,-33.277,0.006,0.005,111690.42000000001,0
0.003,57.167,-24.958,0.011,-0.036,99013.26,0
0.006,57.167,-24.958,0.007,-0.05,95832.2,0
0.003,44.942,-74.958,-0.035,-0.053,496775.1599999999,0
-0.002,40.294,-92.32,-0.043,-0.042,347598.1500000001,0
-0.007,38.857,-100.0,-0.035,-0.041,130629.11,0
-0.033,18.361,-56.752,-0.213,-0.224,1442455.15,0
-0.048,26.946,-48.644,-0.103,-0.11,851567.4199999999,0
-0.056,33.248,-41.886,-0.036,-0.001,301214.71,0
-0.064,31.491,-45.946,-0.044,-0.001,334738.79000000004,0
-0.067,34.0,-42.458,-0.016,0.019,203440.74,0
-0.07,33.339,-43.061,-0.017,0.196,169057.78999999998,0
-0.079,28.094,-55.552,-0.07,0.032,262557.13,0
-0.085,28.094,-55.552,-0.047,-0.011,257544.21000000002,0
-0.091,25.984,-60.565,-0.057,-0.014,184317.11000000004,1
-0.092,32.777,-49.232,-0.006,0.01,215921.79,1
-0.085,40.944,-36.508,0.042,0.059,177217.93,1
-0.08,40.194,-35.003,0.022,0.092,545676.61,1
-0.078,37.94,-50.025,-0.005,0.042,90248.8,1
-0.073,40.346,-39.99,0.01,0.067,74844.88,1
-0.067,42.724,-17.675,0.019,0.025,75326.54000000001,1
-0.062,42.724,-17.675,0.013,-0.029,74912.56,1
-0.058,40.836,-29.419,-0.004,-0.026,183188.15000000002,1
-0.05,49.295,-0.0,0.043,0.048,506394.92000000004,0
-0.042,49.295,-9.51,0.029,0.019,270222.99,0
-0.043,40.627,-52.402,-0.04,-0.059,310342.35,0
-0.041,44.156,-42.091,-0.007,-0.02,116742.17000000001,0
-0.038,45.319,-50.0,0.002,0.006,251394.58999999997,0
-0.034,46.518,-46.16,0.008,-0.035,112933.0,0
-0.032,44.42,-61.52,-0.008,-0.036,128506.51000000001,0
-0.03,45.738,-53.84,0.001,0.041,152993.09,0
-0.031,41.489,-84.639,-0.025,-0.018,138376.33000000002,0
-0.034,37.724,-100.0,-0.043,-0.045,280980.21,0
-0.039,35.14,-100.0,-0.048,-0.056,461143.9,1
